event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
CHN4359,"24 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Civil Force (Hong Kong)",6,,,0,60,,156,"East Asia",China,"Hong Kong","Central and Western",,"Hong Kong - Central and Western",22.2811,114.1598,1,HK01,Subnational,"On 24 June 2020, at least 6 members of the Civil Force demonstrated outside the government headquarters in Central and Western District (Hong Kong), urging the government to conduct an investigation and severely punish and disqualify district councillors and legislators who do not support the legislation of the national security law and the Basic Law. They criticised district councillors and legislators who had disregarded the decision of the National People's Congress and committed acts of disorder in Hong Kong and opposed the legislation of the national security law.",0,"crowd size=at least 6",1611094732
CHN4361,"24 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Government of China (2017-) Hong Kong Special Administrative Region; CP: Civic Party (Hong Kong); DP: Democratic Party (Hong Kong)",6,,,0,60,,156,"East Asia",China,"Hong Kong","Kowloon City",,"Hong Kong - Kowloon City",22.3052,114.187,1,Inmediahk.net,Subnational,"On 24 June 2020, members of the 'Wong Tai Sin Joint Government' (made up of 25 pro-democracy Wong Tai Sin district councillors including members of the DP and CP) demonstrated at the Housing Authority headquarters in Kowloon City District (Hong Kong), to protest against the planned 25 per cent increase in rent for public housing, effective September 2020. They stated that citizens at the grassroots level would be squeezed by the increase and demanded for a freeze on rent.",0,"crowd size=no report",1611094733
CHN4358,"24 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)",,6,,,0,60,,156,"East Asia",China,"Hong Kong","Central and Western",,"Hong Kong - Central and Western",22.2811,114.1598,1,Inmediahk.net,Subnational,"On 24 June 2020, more than 10 members of an anti-LGBT group 'Family Build in Love' demonstrated outside the Legislative Council in Central and Western District (Hong Kong), to oppose the North District Council's decision to become the supporting organization for the 2020 Hong Kong Pride Parade. They stated that the district councils should be discussing issues with the residents in the districts and questioned the use of public funds to support controversial issues. They reiterated their opposition to same sex marriage.",0,"crowd size=more than 10",1611094733
CHN4580,"24 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Chongqing,Jiangjin,Jiangjin,Jiangjin,29.2878,106.2612,1,"CLB (China)",Other,"On 24 June 2020, at least 3 taxi drivers staged a 'kneeling down and begging' on the streets in Jiangjin District (Chongqing) to protest against not being allowed to operate their business. It was reported that 82 taxi drivers in the district left their old company and formed a new one, but their operation licenses were still with the old company although there were the actual owners of their taxis.",0,"crowd size=at least 3",1618500714
CHN4572,"24 June 2020",2020,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Teachers (China)",6,,,0,60,,156,"East Asia",China,Tianjin,,,Tianjin,39.1204,117.1731,3,"CLB (China)",Other,"Around 24 June 2020 (as reported), up to 100 teachers and parents protested at an education institution in Tianjin City (Tianjin) to demand wage arrears and refund of paid fees. The cause of these demands was not reported.",0,"crowd size=up to 100",1618442046
CHN4357,"24 June 2020",2020,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Beijing,,,Beijing,39.9062,116.3913,3,"CLB (China)",Other,"Around 24 June 2020 (as reported), up to 100 employees demonstrated in Beijing against wage arrears owed to them by a coal mine.",0,"crowd size=up to 100",1618442046
CHN4573,"23 June 2020",2020,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Shaanxi,Xian,Lianhu,Weiyang,34.2933,108.9463,2,"CLB (China)",Other,"Around 23 June 2020 (as reported), at least 10 workers protested at a car company in Xi'an City (Shaanxi) to demand wage arrears owed by the company.",0,"crowd size=at least 10",1618500753
CHN4574,"23 June 2020",2020,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Jiangsu,Nantong,Haimen,Haimen,31.8711,121.1818,1,"CLB (China)",Other,"Around 23 June 2020 (as reported), at least 4 workers protested at a construction site in Haimen (Nantong, Jiangsu) demanding wage arrears owed by the construction company.",0,"crowd size=at least 4",1618500753
CHN4575,"23 June 2020",2020,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Henan,Shangqiu,Suiyang,Suiyang,34.3884,115.6531,2,"CLB (China)",Other,"Around 23 June 2020 (as reported), at least 10 workers, including cooks and cleaning workers, gathered at a construction site in Shangqiu City (Henan) to demand wage arrears owed by the company.",0,"crowd size=at least 10",1618500754
CHN8597,"23 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","HKFTU: Hong Kong Federation of Trade Unions; Labor Group (China)",6,,,0,60,,156,"East Asia",China,"Hong Kong","Central and Western",,"Hong Kong - Central and Western",22.2811,114.1598,1,"Ta Kung Pao",Subnational,"On 23 June 2020, at least 9 citizens and members of HKFTU demonstrated outside the Consulate General of the United States, Hong Kong and Macau in Central and Western District (Hong Kong) to condemn the US government's interference in the internal affairs of China and Hong Kong, especially with the National Security Law in Hong Kong.",0,"crowd size=at least 9",1611094735
CHN4355,"23 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China); Five Demands Movement",6,,,0,60,,156,"East Asia",China,"Hong Kong","Central and Western",,"Hong Kong - Central and Western",22.2811,114.1598,1,"The Stand News",Subnational,"On 23 June 2020, nearly 200 people gathered outside the Court of First Instance in Central and Western District (Hong Kong), in solidarity with the convicted social worker who was appearing at the court for his application for bail pending appeal. They held banners and placards, and held up their social worker registration certificates during the demonstration. After the social worker was granted bail pending appeal by the court, the group chanted anti-ELAB slogans.",0,"crowd size=nearly 200",1611094736
CHN4352,"22 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Henan,Xinyang,Huangchuan,Huangchuan,32.1315,115.0519,1,"CLB (China)",Other,"On 22 June 2020, between 101 and 1000 employees demonstrated in Huangchuan County (Xinyang City, Henan Province) against wage arrears owed to them by a mask factory. It was reported that the factory had unexpectedly shut down and the owner had ran away.",0,"crowd size=between 101 and 1000",1618500773
CHN4577,"22 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Henan,Xinxiang,Hongqi,Hongqi,35.3033,113.8763,2,"CLB (China)",Other,"On 22 June 2020, at least 10 workers put a large banner at a construction site in Xinxiang City (Henan) to protest against wage arrears owed by the estate developing company.",0,"crowd size=at least 10",1618500793
CHN4576,"22 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Shaanxi,Shangluo,Luonan,Luonan,34.0908,110.1485,1,"CLB (China)",Other,"On 22 June 2020, 17 management personnel from a construction project in Luonan county (Shangluo, Shaanxi) gathered at the building company's office to demand wage arrears. The building company is a state-owned construction company, and had contracted works to several smaller companies. It was reported that more than 100 workers that worked on this project had been waiting for their wage arrears for years.",0,"crowd size=17",1618500793
CHN4348,"22 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Five Demands Movement",6,,,0,60,,156,"East Asia",China,"Hong Kong","Central and Western",,"Hong Kong - Central and Western",22.2811,114.1598,1,"Apple Daily Hong Kong",Subnational,"On 22 June 2020, about 10 people (including a Hong Kong tycoon) gathered at IFC Mall in Central and Western District (Hong Kong), in commemoration of the 9th month death anniversary of a 15-year-old girl who died during an anti-ELAB demonstration last year. They held banners with anti-ELAB slogans and chanted slogans. A demonstrator also hanged a banner with the slogan for 'Hong Kong independence'.",0,"crowd size=about 10",1611094731
CHN4349,"22 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","HKFTU: Hong Kong Federation of Trade Unions; Labor Group (China); Government of China (2017-) Hong Kong Special Administrative Region",6,,,0,60,,156,"East Asia",China,"Hong Kong","Central and Western",,"Hong Kong - Central and Western",22.2811,114.1598,1,HK01,Subnational,"On 22 June 2020, at least 23 members (including a HKFTU legislator, and members of a concern group for cross-border families) demonstrated at the government headquarters in Central and Western District (Hong Kong). They urged the government to implement the health code, which would be mutually recognized by Hong Kong, Macau and Guangdong, as soon as possible. They also stated that the cost of testing for the coronavirus is ten times higher than that in Macau and the Mainland, and urged the government to reduce the cost.",0,"crowd size=at least 23",1611094732
CHN4351,"22 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China); Five Demands Movement",6,,,0,60,,156,"East Asia",China,"Hong Kong","Sham Shui Po",,"Hong Kong - Sham Shui Po",22.3289,114.1586,1,"Ming Pao",Subnational,"On 22 June 2020, about 200 people (including members of the Hong Kong Social Workers' General Union) demonstrated outside the Lai Chi Kok Reception Centre in Sham Shui Po District (Hong Kong), in solidarity with a member of the Reclaiming Social Work Movement was found guilty and sentenced to one year in prison for obstructing the police during the anti-ELAB demonstrations last year. They held placards calling for the five demands and 'to protect justice and protect lives'. Some social workers also held up their social worker registration certificate.",0,"crowd size=about 200",1611094734
CHN4350,"22 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Federation of Public Housing Estates",6,,,0,60,,156,"East Asia",China,"Hong Kong","Kowloon City",,"Hong Kong - Kowloon City",22.3052,114.187,1,RTHK,Subnational,"On 22 June 2020, at least 8 members of the Federation of Public Housing Estates demonstrated at the Housing Authority Headquarters in Kowloon City District (Hong Kong), urging the Housing Authority to increase the proportion of White Form Home Ownership Scheme flats from 40 per cent to 50 per cent, stating that the demand of White Form applicants has increased.",0,"crowd size=at least 8",1611094735
CHN8556,"22 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Government of China (2017-) Hong Kong Special Administrative Region",6,,,0,60,,156,"East Asia",China,"Hong Kong","Central and Western",,"Hong Kong - Central and Western",22.2811,114.1598,1,"Ta Kung Pao",Subnational,"On 22 June 2020, a legislative councillor along with some civic groups demonstrated at the Hong Kong Bar Association (HKBA) in Central and Western District (Hong Kong), demanding that the HKBA punish the behaviour of the legislative councillor who had forcibly pulled the press pass of a journalist who was interviewing her.",0,"crowd size=no report",1611094735
