,event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,inter2,interaction,iso,region,country,admin1,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,related_ep
90,CHN8554,2020-06-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),DHKC: Defend Hong Kong Campaign,6,0,60,156,East Asia,China,Hong Kong,Wan Chai,22.2776,114.175,1,Ta Kung Pao,Subnational,"On 19 June 2020, over 15 groups of people, including some persons with disabilities, elderly people, and some members of civic groups such as DHKC, demonstrated at the Electoral Affairs Commission (EAC) in Wan Chai District (Hong Kong). They criticised the President of the EAC, stating that the district council elections held last year were unfair and demanded that the EAC improve the legislative arrangements for the upcoming Legislative Council elections in September 2020. They also called for measures such as the establishment of a separate lane for elderly voters.",0,crowd size=no report,1611094735,no
92,CHN4311,2020-06-18,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Five Demands Movement,6,0,60,156,East Asia,China,Hong Kong,Sha Tin,22.3779,114.1981,1,RTHK,Subnational,"On 18 June 2020, some people demonstrated at New Town Plaza in Sha Tin District (Hong Kong). They chanted slogans, sang anti-ELAB songs and held banners on different floors of the mall. Several police officers were on alert at the nearby MTR station but did not intervene.",0,crowd size=some,1611094735,yes
93,CHN8553,2020-06-18,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),HKFTU: Hong Kong Federation of Trade Unions; Labor Group (China); DAB: Democratic Alliance for the Betterment and Progress of Hong Kong,6,0,60,156,East Asia,China,Hong Kong,Wan Chai,22.2776,114.175,1,Ta Kung Pao,Subnational,"On 18 June 2020, as many as 10 groups of people (including members of HKFTU and DAB) demonstrated at the Electoral Affairs Commission in Wan Chai District (Hong Kong). They criticised the President of the Electoral Affairs Commission (EAC), stating that the district council elections held last year were unfair, and demanded that the President resign. They also called for measures such as the establishment of a separate lane for elderly voters.",0,crowd size=no report,1611094735,no
94,CHN4310,2020-06-18,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Unknown,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Wen Wei Po,Subnational,"On 18 June 2020, at least 8 members of a pro-establishment group 'Justice Complaints' demonstrated outside the British Consulate General Hong Kong in Central and Western District (Hong Kong), against the alleged smear campaign launched by the British government against the national security law. They chanted slogans claiming that the British government was colluding with traitors to fight against Hong Kong.",0,crowd size=at least 8,1611094737,no
100,CHN8550,2020-06-17,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Unknown,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Ta Kung Pao,Subnational,"On 17 June 2020, a Yuen Long-based civic group demonstrated at the government headquarters in Central and Western District (Hong Kong). They demanded that the Electoral Affairs Commission (EAC) improve the legislative arrangements for the upcoming Legislative Council elections in September 2020. They also called for measures such as the establishment of a separate lane for elderly voters.",0,crowd size=no report,1611094735,no
101,CHN8551,2020-06-17,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Unknown,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Ta Kung Pao,Subnational,"On 17 June 2020, at least 8 members of the Kwai Tsing Community Affairs Concern Group demonstrated outside the British Consulate General Hong Kong in Central and Western District (Hong Kong) against the British government's interference with the national security law in Hong Kong by providing rights to reside in the UK for people with British National (Overseas) passport.",0,crowd size=at least 8,1611094735,no
102,CHN8552,2020-06-17,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Unknown,6,0,60,156,East Asia,China,Hong Kong,Wan Chai,22.2776,114.175,1,Ta Kung Pao,Subnational,"On 17 June 2020, several concern groups demonstrated at the Electoral Affairs Commission (EAC) in Wan Chai District (Hong Kong). They criticised the President of the EAC, stating that the district council elections held last year were unfair and demanded that the EAC improve the legislative arrangements for the upcoming Legislative Council elections in September 2020. They also called for measures such as the establishment of a separate lane for elderly voters.",0,crowd size=no report,1611094735,no
107,CHN4305,2020-06-16,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Five Demands Movement,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Ming Pao,Subnational,"On 16 June 2020, nearly 100 people held a 'Lunch with You' rally at Landmark in Central and Western District (Hong Kong). They held banners, sang the anti-ELAB protest anthem 'Glory to Hong Kong' and chanted slogans calling for the five demands. In the evening, dozens of demonstrators called slogans at the atrium of IFC Mall in the same district, in commemoration of the June 16th anti-ELAB rally last year that was participated by 2 million people according to organizers.",0,crowd size=nearly 100,1611094734,yes
108,CHN4306,2020-06-16,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Five Demands Movement,6,0,60,156,East Asia,China,Hong Kong,Wan Chai,22.2776,114.175,1,Ming Pao,Subnational,"On 16 June 2020, dozens of people demonstrated at Hysan Place in Wan Chai District (Hong Kong), in commemoration of the June 16th anti-ELAB rally last year that was 2 million people participated in (according to organizers). They chanted slogans and sang the anti-ELAB protest anthem 'Glory to Hong Kong'. Riot police were reportedly outside the mall but did not intervene.",0,crowd size=dozens,1611094734,yes
109,CHN8588,2020-06-16,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Government of China (2017-) Hong Kong Special Administrative Region,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Ta Kung Pao,Subnational,"On 16 June 2020, a legislative councillor and a pro-establishment youth group demonstrated outside the British Consulate General Hong Kong in Central and Western District (Hong Kong) against the British government's interference with the national security law in Hong Kong by providing rights to reside in the UK for people with British National (Overseas) passport.",0,crowd size=no report,1611094735,no
110,CHN8589,2020-06-16,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),DAB: Democratic Alliance for the Betterment and Progress of Hong Kong; BPA: Business and Professionals Alliance for Hong Kong,6,0,60,156,East Asia,China,Hong Kong,Wan Chai,22.2776,114.175,1,Ta Kung Pao,Subnational,"On 16 June 2020, over 15 groups including DAB, BPA, New Millenarian, and Alliance in Support of Our Police Force demonstrated at the Electoral Affairs Commission (EAC) in Wan Chai District (Hong Kong). They criticised the President of the EAC, stating that the district council elections held last year were unfair and demanded that the EAC improve the legislative arrangements for the upcoming Legislative Council elections in September 2020. They also called for measures such as the establishment of a separate lane for elderly voters.",0,crowd size=no report,1611094735,no
112,CHN4301,2020-06-15,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Five Demands Movement,6,0,60,156,East Asia,China,Hong Kong,Tuen Mun,22.3919,113.9748,1,Ming Pao; Apple Daily Hong Kong,Subnational,"On 15 June 2020, nearly 300 people gathered outside Tuen Mun MTR Station in Tuen Mun District (Hong Kong), in commemoration of the death anniversary of an anti-ELAB demonstrator who died during a demonstration last year. Many of the demonstrators wore black. Some of them held flags saying 'Liberate Hong Kong , Revolution of our times', and chanted slogans to continue the resistance against 'totalitarianism'.",0,crowd size=nearly 300,1611094729,yes
113,CHN4304,2020-06-15,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Five Demands Movement,6,0,60,156,East Asia,China,Hong Kong,Yuen Long,22.4452,114.023,1,Apple Daily Hong Kong; The Stand News,Subnational,"On 15 June 2020, more than 100 to almost 300 people gathered outside +WOO mall in Yuen Long District (Hong Kong), in commemoration of the death anniversary of an anti-ELAB demonstrator who died during a demonstration last year. Most of the demonstrators wore black. They sang 'Glory to Hong Kong', offered flowers, lit candelights, and held up their mobile phone flashlights to mourn the deceased demonstrator. More than 10 riot police officers were on alert at the scene but did not intervene.",0,crowd size=more than 100 to almost 300,1611094729,yes
114,CHN4298,2020-06-15,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Five Demands Movement; Students (China),6,0,60,156,East Asia,China,Hong Kong,Kwun Tong,22.3109,114.2233,1,Apple Daily Hong Kong,Subnational,"On 15 June 2020, more than 50 middle school students gathered to hold an event at a football stadium in Kwun Tong District (Hong Kong), in commemoration of the death anniversary of an anti-ELAB demonstrator who died during a demonstration last year. Some students raised banners with 'Hong Kong independence' and held up the gesture calling for the five demands. A poster with the words 'Never forget' was hung at the scene.",0,crowd size=more than 50,1611094731,yes
115,CHN4302,2020-06-15,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),DAB: Democratic Alliance for the Betterment and Progress of Hong Kong; HKFTU: Hong Kong Federation of Trade Unions; Labor Group (China),6,0,60,156,East Asia,China,Hong Kong,Wan Chai,22.2776,114.175,1,Inmediahk.net,Subnational,"On 15 June 2020, 7 groups of people (including members of the DAB and HKFTU) demonstrated at Harbour Centre in Wan Chai District (Hong Kong). They criticised the President of the Electoral Affairs Commission (EAC) for failing to provide a proper response for the alleged 'interference' by 'black terror' (pro-democracy, anti-ELAB movement) in the district council elections in November 2019, and called on him to resign. Members of a civic group condemned the work on EAC on Buddhism, and criticised the President for 'tolerating unfair elections'.",0,crowd size=7 groups,1611094733,no
